Resume ID,Skills,Years of Experience,Education,Certifications,Projects,Job Role
1422,"Oracle, Backup and Recovery, Database Tuning, Security, NoSQL, MySQL",5,B.Tech CSE,"Google Data Analytics, Certified Ethical Hacker, Scrum Master","Data Backup System, Database Optimization",Database Administrator
1423,"iOS, Kotlin, Swift, Android, React Native, Java, UI/UX Design, Flutter",4,MCA,React Certification,ToDo App,Mobile App Developer
1424,"CI/CD, Kubernetes, Linux, AWS, Docker, Ansible, Monitoring Tools, Terraform",4,B.Sc Computer Science,"DevOps Foundation, TensorFlow Developer Certificate, Scrum Master",CI/CD Pipeline Setup,DevOps Engineer
1425,"CSS, MongoDB, HTML, Responsive Design, Node.js, React, JavaScript",6,MCA,"DevOps Foundation, Microsoft Azure Fundamentals, Tableau Desktop Specialist",Blog CMS,Web Developer
1426,"Monitoring Tools, Kubernetes, Ansible, AWS, CI/CD",6,M.Tech IT,Scrum Master,"Infrastructure Automation, CI/CD Pipeline Setup",DevOps Engineer
1427,"Azure, Cloud Security, Terraform, AWS, Kubernetes",6,B.Sc Computer Science,"Google Data Analytics, AWS Certified Solutions Architect","Multi-cloud Deployment, Cloud Cost Optimization",Cloud Engineer
1428,"Cloud Security, Linux, Docker, Terraform, Kubernetes, AWS, Azure, Google Cloud",2,B.E. Information Technology,"Certified Ethical Hacker, AWS Certified Solutions Architect, Scrum Master","Serverless Architecture, Multi-cloud Deployment",Cloud Engineer
1429,"Algorithms, System Design, C++, Java, Data Structures, Git, SQL, Python",8,B.Sc Computer Science,"DevOps Foundation, Certified Ethical Hacker, Google Data Analytics",Library Management System,Software Engineer
1430,"SIEM, Cryptography, Incident Response, Firewalls, Risk Assessment, Python, Network Security",8,B.E. Information Technology,"DevOps Foundation, AWS Certified Solutions Architect, Oracle SQL Expert",Firewall Configuration,Cybersecurity Analyst
1431,"CI/CD, Docker, Ansible, Monitoring Tools, AWS, Linux, Terraform",1,M.Tech IT,Tableau Desktop Specialist,Infrastructure Automation,DevOps Engineer
1432,"Statistics, Python, Data Visualization, Pandas, Scikit-learn",8,B.E. Information Technology,"Tableau Desktop Specialist, React Certification",Sales Forecasting,Data Scientist
1433,"Linux, Cloud Security, Terraform, Docker, Kubernetes",1,B.Sc Computer Science,"Tableau Desktop Specialist, Microsoft Azure Fundamentals, DevOps Foundation","Cloud Cost Optimization, Serverless Architecture",Cloud Engineer
1434,"Ansible, Linux, Kubernetes, Monitoring Tools, CI/CD, Terraform",9,B.Sc Computer Science,Scrum Master,"Kubernetes Cluster Deployment, CI/CD Pipeline Setup",DevOps Engineer
1435,"Terraform, AWS, Linux, Docker, Ansible, CI/CD, Monitoring Tools, Kubernetes",8,B.E. Information Technology,"Microsoft Azure Fundamentals, Tableau Desktop Specialist",CI/CD Pipeline Setup,DevOps Engineer
1436,"Git, Algorithms, System Design, Python, Data Structures, C++, SQL, Java",7,B.Tech CSE,Microsoft Azure Fundamentals,"E-commerce Backend, Library Management System",Software Engineer
1437,"Data Visualization, Statistics, SQL, Machine Learning, Scikit-learn, R, Python, Pandas",9,B.Tech CSE,"Certified Ethical Hacker, Oracle SQL Expert, Tableau Desktop Specialist","Sales Forecasting, Customer Segmentation",Data Scientist
1438,"Statistics, Data Visualization, Scikit-learn, SQL, Pandas, Machine Learning, R",9,B.Sc Computer Science,Oracle SQL Expert,Sales Forecasting,Data Scientist
1439,"Kubernetes, Linux, Azure, Google Cloud, Cloud Security, Docker, Terraform",10,M.Tech IT,"TensorFlow Developer Certificate, Oracle SQL Expert",Multi-cloud Deployment,Cloud Engineer
1440,"Azure, AWS, Docker, Cloud Security, Terraform, Linux, Kubernetes, Google Cloud",1,B.Sc Computer Science,"Certified Ethical Hacker, AWS Certified Solutions Architect, Tableau Desktop Specialist","Serverless Architecture, Multi-cloud Deployment",Cloud Engineer
1441,"Express, JavaScript, Responsive Design, HTML, Node.js, MongoDB, CSS",6,B.E. Information Technology,"Tableau Desktop Specialist, Google Data Analytics, React Certification",Portfolio Website,Web Developer
1442,"HTML, MongoDB, CSS, React, Node.js",8,B.Sc Computer Science,Google Data Analytics,"Blog CMS, E-commerce Frontend",Web Developer
1443,"Docker, CI/CD, AWS, Kubernetes, Monitoring Tools",6,B.E. Information Technology,Scrum Master,"Infrastructure Automation, Kubernetes Cluster Deployment",DevOps Engineer
1444,"Java, Python, Algorithms, Git, SQL, Data Structures, System Design, C++",10,B.Tech CSE,"Certified Ethical Hacker, AWS Certified Solutions Architect, Google Data Analytics","REST API Development, Library Management System",Software Engineer
1445,"Monitoring Tools, Linux, Terraform, Ansible, Kubernetes, AWS",9,B.Sc Computer Science,"AWS Certified Solutions Architect, Microsoft Azure Fundamentals","CI/CD Pipeline Setup, Infrastructure Automation",DevOps Engineer
1446,"iOS, Swift, Kotlin, UI/UX Design, Java, Android, Flutter, React Native",10,B.Sc Computer Science,Google Data Analytics,ToDo App,Mobile App Developer
1447,"React, Express, HTML, Node.js, Responsive Design",4,B.Sc Computer Science,"DevOps Foundation, Tableau Desktop Specialist","E-commerce Frontend, Blog CMS",Web Developer
1448,"Monitoring Tools, Terraform, Linux, Kubernetes, Ansible, Docker",10,M.Tech IT,"Certified Ethical Hacker, React Certification, Oracle SQL Expert",Infrastructure Automation,DevOps Engineer
1449,"SIEM, Penetration Testing, Risk Assessment, Python, Cryptography, Network Security, Incident Response, Firewalls",10,B.Sc Computer Science,"Oracle SQL Expert, Tableau Desktop Specialist","Vulnerability Assessment, Firewall Configuration",Cybersecurity Analyst
1450,"Kotlin, iOS, Flutter, React Native, UI/UX Design, Swift, Android, Java",3,B.Sc Computer Science,"React Certification, DevOps Foundation",Chat Application,Mobile App Developer
1451,"Express, React, JavaScript, Responsive Design, MongoDB, Node.js, HTML, CSS",2,B.Sc Computer Science,"Tableau Desktop Specialist, Scrum Master, TensorFlow Developer Certificate","E-commerce Frontend, Blog CMS",Web Developer
1452,"Python, Data Structures, Algorithms, C++, Git, System Design",5,MCA,Tableau Desktop Specialist,"REST API Development, Library Management System",Software Engineer
1453,"Security, Database Tuning, SQL, Backup and Recovery, NoSQL, Data Modeling",2,B.Tech CSE,React Certification,Inventory DB Design,Database Administrator
1454,"HTML, JavaScript, React, Node.js, Responsive Design, Express, CSS",0,B.Sc Computer Science,"TensorFlow Developer Certificate, React Certification, Google Data Analytics",E-commerce Frontend,Web Developer
1455,"Python, Scikit-learn, Pandas, Machine Learning, Data Visualization, R, SQL",4,MCA,Google Data Analytics,Customer Segmentation,Data Scientist
1456,"React, HTML, CSS, Responsive Design, JavaScript, Express, Node.js, MongoDB",1,B.Sc Computer Science,"Scrum Master, Microsoft Azure Fundamentals",E-commerce Frontend,Web Developer
1457,"Deep Learning, Computer Vision, Data Preprocessing, PyTorch, Machine Learning, Python, NLP, TensorFlow",3,M.Tech IT,"DevOps Foundation, AWS Certified Solutions Architect, Certified Ethical Hacker","Chatbot Development, Image Classification",AI/ML Engineer
1458,"Flutter, Android, React Native, iOS, Kotlin, UI/UX Design, Java, Swift",2,B.E. Information Technology,"DevOps Foundation, Oracle SQL Expert, Google Data Analytics",ToDo App,Mobile App Developer
1459,"Express, React, Responsive Design, Node.js, CSS, HTML",0,B.Tech CSE,"Oracle SQL Expert, Tableau Desktop Specialist, Google Data Analytics","E-commerce Frontend, Blog CMS",Web Developer
1460,"React Native, Android, UI/UX Design, Flutter, iOS, Java",5,B.Sc Computer Science,Scrum Master,ToDo App,Mobile App Developer
1461,"Responsive Design, JavaScript, MongoDB, CSS, Node.js, React",3,M.Tech IT,"Certified Ethical Hacker, Tableau Desktop Specialist, AWS Certified Solutions Architect",Blog CMS,Web Developer
1462,"Scikit-learn, Python, Data Visualization, Machine Learning, R, Statistics, Pandas",7,B.Sc Computer Science,Google Data Analytics,Sentiment Analysis,Data Scientist
1463,"Incident Response, Firewalls, Risk Assessment, Penetration Testing, Python, Network Security, Cryptography",1,B.E. Information Technology,"Microsoft Azure Fundamentals, Google Data Analytics","Vulnerability Assessment, Firewall Configuration",Cybersecurity Analyst
1464,"AWS, Azure, Kubernetes, Docker, Cloud Security, Google Cloud",6,MCA,Google Data Analytics,Multi-cloud Deployment,Cloud Engineer
1465,"Terraform, Cloud Security, AWS, Linux, Azure",4,B.E. Information Technology,"Tableau Desktop Specialist, TensorFlow Developer Certificate","Multi-cloud Deployment, Serverless Architecture",Cloud Engineer
1466,"Computer Vision, TensorFlow, Python, Machine Learning, Deep Learning, NLP",1,MCA,"TensorFlow Developer Certificate, Google Data Analytics",Object Detection System,AI/ML Engineer
1467,"React Native, Kotlin, Java, Flutter, Android, UI/UX Design, Swift, iOS",0,B.E. Information Technology,Google Data Analytics,Chat Application,Mobile App Developer
1468,"Linux, Azure, Docker, Cloud Security, Kubernetes",4,MCA,"Tableau Desktop Specialist, Microsoft Azure Fundamentals, AWS Certified Solutions Architect",Serverless Architecture,Cloud Engineer
1469,"Express, JavaScript, React, Responsive Design, CSS, MongoDB, HTML",5,MCA,Oracle SQL Expert,E-commerce Frontend,Web Developer
1470,"Scikit-learn, R, Data Visualization, Pandas, SQL",8,MCA,AWS Certified Solutions Architect,"Sentiment Analysis, Sales Forecasting",Data Scientist
1471,"Pandas, Statistics, SQL, R, Data Visualization, Python, Scikit-learn, Machine Learning",0,MCA,"React Certification, DevOps Foundation, Certified Ethical Hacker",Sentiment Analysis,Data Scientist
1472,"JavaScript, Express, CSS, MongoDB, Responsive Design",5,B.Sc Computer Science,"Oracle SQL Expert, Scrum Master, Tableau Desktop Specialist",Portfolio Website,Web Developer
1473,"HTML, MongoDB, React, JavaScript, CSS, Node.js, Responsive Design",9,B.E. Information Technology,"TensorFlow Developer Certificate, Certified Ethical Hacker, Tableau Desktop Specialist",Portfolio Website,Web Developer
1474,"Express, JavaScript, CSS, MongoDB, Node.js",0,B.Tech CSE,Scrum Master,E-commerce Frontend,Web Developer
1475,"Oracle, MySQL, Data Modeling, Backup and Recovery, Security, SQL",0,B.Tech CSE,"React Certification, DevOps Foundation",Inventory DB Design,Database Administrator
1476,"Flutter, Kotlin, Java, Android, iOS",8,B.Tech CSE,"Scrum Master, React Certification",Fitness Tracker,Mobile App Developer
1477,"CSS, JavaScript, Express, MongoDB, HTML, React",9,B.Sc Computer Science,"Certified Ethical Hacker, Tableau Desktop Specialist",Blog CMS,Web Developer
1478,"PyTorch, Python, TensorFlow, Machine Learning, Data Preprocessing, Deep Learning",2,B.E. Information Technology,"DevOps Foundation, Certified Ethical Hacker, Google Data Analytics","Chatbot Development, Image Classification",AI/ML Engineer
1479,"Incident Response, SIEM, Penetration Testing, Network Security, Firewalls, Cryptography, Risk Assessment, Python",1,B.E. Information Technology,"TensorFlow Developer Certificate, Microsoft Azure Fundamentals, React Certification",Firewall Configuration,Cybersecurity Analyst
1480,"Kubernetes, Terraform, Linux, Docker, Azure",3,B.Tech CSE,"Google Data Analytics, DevOps Foundation",Serverless Architecture,Cloud Engineer
1481,"MongoDB, React, CSS, Responsive Design, Express, Node.js, HTML, JavaScript",9,B.Sc Computer Science,"React Certification, AWS Certified Solutions Architect, DevOps Foundation",E-commerce Frontend,Web Developer
1482,"Terraform, Linux, Cloud Security, Google Cloud, Azure, AWS",7,M.Tech IT,AWS Certified Solutions Architect,"Serverless Architecture, Cloud Cost Optimization",Cloud Engineer
1483,"Oracle, Database Tuning, SQL, Data Modeling, Backup and Recovery, Security, NoSQL, MySQL",5,MCA,AWS Certified Solutions Architect,Data Backup System,Database Administrator
1484,"NLP, Data Preprocessing, TensorFlow, Deep Learning, Python, Computer Vision",10,M.Tech IT,"Certified Ethical Hacker, Microsoft Azure Fundamentals",Object Detection System,AI/ML Engineer
1485,"Android, UI/UX Design, Swift, iOS, React Native, Kotlin, Java",2,MCA,"TensorFlow Developer Certificate, React Certification","Chat Application, ToDo App",Mobile App Developer
1486,"SQL, Requirement Gathering, Excel, Data Analysis, Stakeholder Communication, Tableau",9,MCA,"Microsoft Azure Fundamentals, Google Data Analytics, AWS Certified Solutions Architect",Market Research Analysis,Business Analyst
1487,"Data Analysis, Excel, UML, SQL, Requirement Gathering, Tableau",9,B.Tech CSE,Microsoft Azure Fundamentals,Product Requirement Doc,Business Analyst
1488,"UML, Tableau, Requirement Gathering, Excel, Power BI, SQL, Stakeholder Communication, Data Analysis",4,B.E. Information Technology,"TensorFlow Developer Certificate, Certified Ethical Hacker, DevOps Foundation","Market Research Analysis, Sales Dashboard",Business Analyst
1489,"Deep Learning, Python, NLP, Machine Learning, Data Preprocessing, Computer Vision, PyTorch, TensorFlow",10,B.E. Information Technology,TensorFlow Developer Certificate,"Chatbot Development, Object Detection System",AI/ML Engineer
1490,"Data Visualization, Statistics, Python, SQL, Machine Learning",7,B.Sc Computer Science,TensorFlow Developer Certificate,Customer Segmentation,Data Scientist
1491,"Data Modeling, NoSQL, MySQL, Oracle, SQL",0,B.Sc Computer Science,"React Certification, Scrum Master",Inventory DB Design,Database Administrator
1492,"Requirement Gathering, Stakeholder Communication, SQL, Excel, Tableau, Data Analysis, Power BI, UML",2,B.E. Information Technology,"React Certification, AWS Certified Solutions Architect, Certified Ethical Hacker",Product Requirement Doc,Business Analyst
1493,"Machine Learning, Python, NLP, TensorFlow, Computer Vision, Deep Learning",4,B.Tech CSE,Scrum Master,Chatbot Development,AI/ML Engineer
1494,"NLP, Machine Learning, PyTorch, Deep Learning, Data Preprocessing, Computer Vision",8,MCA,"DevOps Foundation, Oracle SQL Expert, TensorFlow Developer Certificate",Chatbot Development,AI/ML Engineer
1495,"Terraform, Google Cloud, Cloud Security, Azure, AWS, Docker, Kubernetes",6,MCA,"Oracle SQL Expert, Tableau Desktop Specialist, Microsoft Azure Fundamentals",Cloud Cost Optimization,Cloud Engineer
1496,"Azure, Cloud Security, Linux, Google Cloud, Kubernetes, Terraform, Docker, AWS",9,B.E. Information Technology,Scrum Master,"Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
1497,"System Design, C++, Git, Python, Java, SQL, Data Structures",10,B.Sc Computer Science,Certified Ethical Hacker,"REST API Development, Library Management System",Software Engineer
1498,"Pandas, Data Visualization, Machine Learning, Scikit-learn, R",8,B.Tech CSE,"Google Data Analytics, Tableau Desktop Specialist",Sentiment Analysis,Data Scientist
1499,"Computer Vision, NLP, Python, Data Preprocessing, Machine Learning, Deep Learning",4,B.Sc Computer Science,Microsoft Azure Fundamentals,Chatbot Development,AI/ML Engineer
1500,"Java, Algorithms, C++, SQL, Data Structures, Git, System Design",4,B.E. Information Technology,"TensorFlow Developer Certificate, Certified Ethical Hacker",REST API Development,Software Engineer
1501,"AWS, Cloud Security, Linux, Docker, Google Cloud, Terraform",4,M.Tech IT,Oracle SQL Expert,"Serverless Architecture, Multi-cloud Deployment",Cloud Engineer
1502,"Python, PyTorch, Machine Learning, NLP, TensorFlow, Data Preprocessing, Computer Vision",1,B.Sc Computer Science,TensorFlow Developer Certificate,"Image Classification, Object Detection System",AI/ML Engineer
1503,"Machine Learning, R, Python, Statistics, SQL",5,B.Sc Computer Science,Scrum Master,Sentiment Analysis,Data Scientist
1504,"Java, System Design, Python, C++, Algorithms, SQL",0,B.Tech CSE,"Certified Ethical Hacker, Google Data Analytics","REST API Development, Library Management System",Software Engineer
1505,"Tableau, Excel, Requirement Gathering, Data Analysis, Power BI, SQL, UML",8,B.Tech CSE,"TensorFlow Developer Certificate, Microsoft Azure Fundamentals, Tableau Desktop Specialist",Market Research Analysis,Business Analyst
1506,"Incident Response, Penetration Testing, Network Security, Cryptography, SIEM, Risk Assessment, Firewalls",8,M.Tech IT,Microsoft Azure Fundamentals,Security Audit,Cybersecurity Analyst
1507,"Tableau, Requirement Gathering, Stakeholder Communication, SQL, UML, Power BI",6,B.Sc Computer Science,Certified Ethical Hacker,"Market Research Analysis, Sales Dashboard",Business Analyst
1508,"Linux, Cloud Security, Kubernetes, Google Cloud, Azure, Terraform, AWS, Docker",9,MCA,"Microsoft Azure Fundamentals, Certified Ethical Hacker, Google Data Analytics",Serverless Architecture,Cloud Engineer
1509,"R, Pandas, Data Visualization, Python, SQL, Scikit-learn",4,B.Tech CSE,"TensorFlow Developer Certificate, React Certification, Certified Ethical Hacker",Sentiment Analysis,Data Scientist
1510,"Monitoring Tools, Ansible, CI/CD, AWS, Kubernetes",3,B.Tech CSE,"Oracle SQL Expert, Google Data Analytics","CI/CD Pipeline Setup, Kubernetes Cluster Deployment",DevOps Engineer
1511,"Requirement Gathering, Tableau, Power BI, Excel, SQL, UML, Data Analysis, Stakeholder Communication",4,B.Tech CSE,Tableau Desktop Specialist,Market Research Analysis,Business Analyst
1512,"Terraform, Kubernetes, Docker, Linux, Cloud Security",4,B.Sc Computer Science,"Scrum Master, Microsoft Azure Fundamentals","Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
1513,"Algorithms, C++, Python, Data Structures, Git, System Design",7,B.Sc Computer Science,AWS Certified Solutions Architect,E-commerce Backend,Software Engineer
1514,"MongoDB, Express, React, JavaScript, HTML, Responsive Design, CSS, Node.js",2,B.E. Information Technology,"Tableau Desktop Specialist, Microsoft Azure Fundamentals, Scrum Master",Blog CMS,Web Developer
1515,"CSS, JavaScript, Express, MongoDB, Node.js, React, HTML, Responsive Design",5,M.Tech IT,"Oracle SQL Expert, Scrum Master",Blog CMS,Web Developer
1516,"Node.js, JavaScript, Express, MongoDB, Responsive Design",4,MCA,"TensorFlow Developer Certificate, Tableau Desktop Specialist","Blog CMS, Portfolio Website",Web Developer
1517,"Flutter, React Native, UI/UX Design, Swift, Android",7,B.E. Information Technology,Tableau Desktop Specialist,Fitness Tracker,Mobile App Developer
1518,"JavaScript, Node.js, HTML, CSS, Responsive Design, MongoDB, Express, React",0,B.Sc Computer Science,"Scrum Master, Certified Ethical Hacker","Portfolio Website, Blog CMS",Web Developer
1519,"Responsive Design, HTML, MongoDB, CSS, Node.js, Express, JavaScript, React",3,M.Tech IT,"React Certification, TensorFlow Developer Certificate, Scrum Master","Blog CMS, Portfolio Website",Web Developer
1520,"SIEM, Network Security, Risk Assessment, Python, Penetration Testing, Cryptography",10,MCA,Tableau Desktop Specialist,Firewall Configuration,Cybersecurity Analyst
1521,"Python, Firewalls, Cryptography, Network Security, Penetration Testing, Risk Assessment",4,M.Tech IT,"React Certification, TensorFlow Developer Certificate","Vulnerability Assessment, Firewall Configuration",Cybersecurity Analyst
1522,"Android, iOS, Flutter, UI/UX Design, Java",4,B.E. Information Technology,Certified Ethical Hacker,Chat Application,Mobile App Developer
1523,"Statistics, Pandas, R, Machine Learning, SQL, Python, Scikit-learn",4,B.Tech CSE,"Certified Ethical Hacker, Scrum Master, AWS Certified Solutions Architect",Customer Segmentation,Data Scientist
1524,"PyTorch, Computer Vision, Machine Learning, Data Preprocessing, Deep Learning, TensorFlow",10,B.E. Information Technology,"Certified Ethical Hacker, AWS Certified Solutions Architect","Object Detection System, Chatbot Development",AI/ML Engineer
1525,"UI/UX Design, iOS, Kotlin, Java, Swift, Flutter, Android, React Native",7,B.Sc Computer Science,"Google Data Analytics, Tableau Desktop Specialist","Chat Application, ToDo App",Mobile App Developer
1526,"Machine Learning, Statistics, SQL, Scikit-learn, Pandas, Python, Data Visualization",1,M.Tech IT,"DevOps Foundation, React Certification, TensorFlow Developer Certificate","Sales Forecasting, Sentiment Analysis",Data Scientist
1527,"Data Analysis, Tableau, Power BI, UML, Requirement Gathering",7,B.Sc Computer Science,"Google Data Analytics, DevOps Foundation, Certified Ethical Hacker","Market Research Analysis, Product Requirement Doc",Business Analyst
1528,"JavaScript, Express, HTML, MongoDB, CSS, Responsive Design, Node.js, React",4,B.E. Information Technology,"Google Data Analytics, Microsoft Azure Fundamentals, DevOps Foundation","E-commerce Frontend, Portfolio Website",Web Developer
1529,"Linux, Docker, Monitoring Tools, CI/CD, Terraform, AWS, Kubernetes, Ansible",8,M.Tech IT,"TensorFlow Developer Certificate, Tableau Desktop Specialist","CI/CD Pipeline Setup, Kubernetes Cluster Deployment",DevOps Engineer
1530,"Kubernetes, CI/CD, AWS, Ansible, Terraform, Monitoring Tools, Docker",5,M.Tech IT,Microsoft Azure Fundamentals,"CI/CD Pipeline Setup, Kubernetes Cluster Deployment",DevOps Engineer
1531,"Kotlin, React Native, UI/UX Design, iOS, Flutter, Swift, Java, Android",9,B.Sc Computer Science,"React Certification, AWS Certified Solutions Architect, Scrum Master",Chat Application,Mobile App Developer
1532,"Python, Risk Assessment, Firewalls, Penetration Testing, Cryptography",7,B.E. Information Technology,"Scrum Master, Google Data Analytics, TensorFlow Developer Certificate","Vulnerability Assessment, Security Audit",Cybersecurity Analyst
1533,"Python, C++, Java, Algorithms, Git",2,MCA,"Microsoft Azure Fundamentals, Scrum Master","E-commerce Backend, Library Management System",Software Engineer
1534,"Algorithms, Git, Data Structures, C++, Python, System Design, SQL",10,MCA,"Google Data Analytics, TensorFlow Developer Certificate",REST API Development,Software Engineer
1535,"Git, Data Structures, Algorithms, System Design, Python, Java",1,B.Tech CSE,"Scrum Master, React Certification, Microsoft Azure Fundamentals",E-commerce Backend,Software Engineer
1536,"React, Express, HTML, Node.js, MongoDB",7,B.E. Information Technology,"AWS Certified Solutions Architect, DevOps Foundation, Microsoft Azure Fundamentals","Portfolio Website, E-commerce Frontend",Web Developer
1537,"Statistics, Machine Learning, R, Pandas, Python, Data Visualization, SQL, Scikit-learn",5,B.E. Information Technology,"React Certification, Microsoft Azure Fundamentals, AWS Certified Solutions Architect",Customer Segmentation,Data Scientist
1538,"Terraform, Kubernetes, Ansible, Linux, Monitoring Tools",8,B.Tech CSE,"DevOps Foundation, AWS Certified Solutions Architect","Infrastructure Automation, Kubernetes Cluster Deployment",DevOps Engineer
1539,"iOS, Java, UI/UX Design, Android, Flutter, Kotlin",8,M.Tech IT,DevOps Foundation,Fitness Tracker,Mobile App Developer
1540,"Security, Database Tuning, SQL, Oracle, Backup and Recovery, Data Modeling, MySQL",9,B.Sc Computer Science,"Certified Ethical Hacker, Scrum Master",Inventory DB Design,Database Administrator
1541,"HTML, CSS, React, MongoDB, Responsive Design, Express",5,B.Tech CSE,"DevOps Foundation, Microsoft Azure Fundamentals",E-commerce Frontend,Web Developer
1542,"UML, Excel, Stakeholder Communication, Requirement Gathering, SQL, Tableau",8,M.Tech IT,"Certified Ethical Hacker, Google Data Analytics, Microsoft Azure Fundamentals","Product Requirement Doc, Sales Dashboard",Business Analyst
1543,"Requirement Gathering, Stakeholder Communication, UML, Tableau, SQL, Data Analysis, Power BI",5,MCA,"Microsoft Azure Fundamentals, Oracle SQL Expert","Sales Dashboard, Market Research Analysis",Business Analyst
1544,"Deep Learning, Computer Vision, PyTorch, Python, NLP, Data Preprocessing",4,B.Sc Computer Science,"Tableau Desktop Specialist, Certified Ethical Hacker","Chatbot Development, Image Classification",AI/ML Engineer
1545,"iOS, Swift, Kotlin, Java, Android, UI/UX Design, React Native, Flutter",8,B.Tech CSE,Tableau Desktop Specialist,ToDo App,Mobile App Developer
1546,"React, Express, CSS, MongoDB, HTML",5,B.Sc Computer Science,Oracle SQL Expert,Blog CMS,Web Developer
1547,"Google Cloud, Azure, Docker, AWS, Linux, Cloud Security, Kubernetes",4,M.Tech IT,DevOps Foundation,"Multi-cloud Deployment, Cloud Cost Optimization",Cloud Engineer
1548,"Cryptography, Incident Response, Penetration Testing, Risk Assessment, SIEM",9,B.Tech CSE,"Certified Ethical Hacker, Microsoft Azure Fundamentals","Vulnerability Assessment, Security Audit",Cybersecurity Analyst
1549,"Monitoring Tools, AWS, Linux, Kubernetes, Ansible, Terraform",0,MCA,"Tableau Desktop Specialist, Oracle SQL Expert",Infrastructure Automation,DevOps Engineer
1550,"Monitoring Tools, CI/CD, Ansible, Terraform, AWS",3,MCA,Microsoft Azure Fundamentals,CI/CD Pipeline Setup,DevOps Engineer
1551,"Backup and Recovery, MySQL, Database Tuning, Security, NoSQL, SQL, Data Modeling, Oracle",6,MCA,"Oracle SQL Expert, Google Data Analytics",Inventory DB Design,Database Administrator
1552,"Data Analysis, Requirement Gathering, SQL, Stakeholder Communication, Excel, Power BI, Tableau",10,M.Tech IT,"Google Data Analytics, AWS Certified Solutions Architect",Product Requirement Doc,Business Analyst
1553,"Algorithms, SQL, System Design, Git, Data Structures",0,MCA,"Scrum Master, Oracle SQL Expert, Tableau Desktop Specialist","REST API Development, E-commerce Backend",Software Engineer
1554,"Pandas, Data Visualization, Statistics, Python, SQL",8,MCA,"AWS Certified Solutions Architect, Tableau Desktop Specialist","Sales Forecasting, Customer Segmentation",Data Scientist
1555,"Java, Android, Swift, iOS, UI/UX Design, React Native",6,B.Sc Computer Science,AWS Certified Solutions Architect,"Fitness Tracker, ToDo App",Mobile App Developer
1556,"Incident Response, Risk Assessment, SIEM, Cryptography, Python",9,B.Sc Computer Science,"Google Data Analytics, TensorFlow Developer Certificate","Vulnerability Assessment, Security Audit",Cybersecurity Analyst
1557,"Kubernetes, AWS, Linux, Monitoring Tools, CI/CD, Terraform, Ansible, Docker",6,B.Sc Computer Science,Microsoft Azure Fundamentals,"Infrastructure Automation, Kubernetes Cluster Deployment",DevOps Engineer
1558,"TensorFlow, Computer Vision, Deep Learning, Data Preprocessing, PyTorch, Machine Learning",1,B.Sc Computer Science,React Certification,"Object Detection System, Chatbot Development",AI/ML Engineer
1559,"Android, Java, Kotlin, Flutter, UI/UX Design, Swift",2,MCA,React Certification,Fitness Tracker,Mobile App Developer
1560,"Java, Swift, Flutter, Android, React Native",1,B.Sc Computer Science,AWS Certified Solutions Architect,"ToDo App, Chat Application",Mobile App Developer
1561,"Docker, AWS, CI/CD, Kubernetes, Ansible, Linux, Monitoring Tools, Terraform",8,B.Tech CSE,"React Certification, TensorFlow Developer Certificate",CI/CD Pipeline Setup,DevOps Engineer
1562,"Oracle, Security, Data Modeling, MySQL, Database Tuning, Backup and Recovery, SQL, NoSQL",8,B.Tech CSE,Google Data Analytics,Data Backup System,Database Administrator
1563,"C++, Algorithms, Java, SQL, Git, Python, Data Structures, System Design",6,B.Tech CSE,"TensorFlow Developer Certificate, React Certification","Library Management System, E-commerce Backend",Software Engineer
1564,"Data Structures, System Design, Algorithms, C++, Python",8,B.Tech CSE,"Microsoft Azure Fundamentals, TensorFlow Developer Certificate",E-commerce Backend,Software Engineer
1565,"Network Security, SIEM, Firewalls, Penetration Testing, Python, Incident Response, Risk Assessment, Cryptography",5,B.E. Information Technology,"AWS Certified Solutions Architect, Microsoft Azure Fundamentals","Firewall Configuration, Security Audit",Cybersecurity Analyst
1566,"Machine Learning, Statistics, Python, Scikit-learn, Data Visualization, Pandas, R",4,M.Tech IT,"Oracle SQL Expert, TensorFlow Developer Certificate, DevOps Foundation","Customer Segmentation, Sales Forecasting",Data Scientist
1567,"Data Preprocessing, NLP, TensorFlow, Deep Learning, Python, Computer Vision",6,B.Sc Computer Science,"DevOps Foundation, React Certification",Image Classification,AI/ML Engineer
1568,"Pandas, Machine Learning, Scikit-learn, Statistics, Python",6,M.Tech IT,Oracle SQL Expert,"Sales Forecasting, Sentiment Analysis",Data Scientist
1569,"Android, iOS, Swift, Java, Kotlin, Flutter, UI/UX Design",8,B.Sc Computer Science,Scrum Master,"Chat Application, Fitness Tracker",Mobile App Developer
1570,"SQL, UML, Excel, Requirement Gathering, Data Analysis, Stakeholder Communication, Tableau, Power BI",3,B.Sc Computer Science,"DevOps Foundation, AWS Certified Solutions Architect",Market Research Analysis,Business Analyst
1571,"Swift, UI/UX Design, React Native, iOS, Flutter",8,B.E. Information Technology,"Oracle SQL Expert, Microsoft Azure Fundamentals, Tableau Desktop Specialist","Chat Application, Fitness Tracker",Mobile App Developer
1572,"Scikit-learn, Python, Machine Learning, Pandas, R, SQL",2,B.Sc Computer Science,Google Data Analytics,Sentiment Analysis,Data Scientist
